"loss","penalty","alpha","max_iter","learning_rate","early_stopping","warm_start","accuracy"
"hinge","l2",0.01,5000,"optimal",False,False,0.5933673469387755
"hinge","l2",0.01,5000,"optimal",False,True,0.6027210884353742
"hinge","l2",0.01,5000,"optimal",True,False,0.741921768707483
"hinge","l2",0.01,5000,"optimal",True,True,0.5725340136054422
"hinge","l2",0.01,5000,"invscaling",False,False,0.6517857142857143
"hinge","l2",0.01,5000,"invscaling",False,True,0.7335884353741495
"hinge","l2",0.01,5000,"invscaling",True,False,0.7420918367346939
"hinge","l2",0.01,5000,"invscaling",True,True,0.712329931972789
"hinge","l2",0.01,5000,"adaptive",False,False,0.7496598639455783
"hinge","l2",0.01,5000,"adaptive",False,True,0.7378401360544218
"hinge","l2",0.01,5000,"adaptive",True,False,0.7414115646258503
"hinge","l2",0.01,5000,"adaptive",True,True,0.7499149659863945
"hinge","l2",0.01,10000,"constant",False,False,0.6152210884353742
"hinge","l2",0.01,10000,"constant",False,True,0.6478741496598639
"hinge","l2",0.01,10000,"constant",True,False,0.6295068027210885
"hinge","l2",0.01,10000,"constant",True,True,0.6235544217687076
"hinge","l2",0.01,10000,"optimal",False,False,0.6930272108843536
"hinge","l2",0.01,10000,"optimal",False,True,0.5823979591836734
"hinge","l2",0.01,10000,"optimal",True,False,0.6314625850340136
"hinge","l2",0.01,10000,"optimal",True,True,0.652125850340136
"hinge","l2",0.01,10000,"invscaling",False,False,0.6808673469387755
"hinge","l2",0.01,10000,"invscaling",False,True,0.7416666666666667
"hinge","l2",0.01,10000,"invscaling",True,False,0.644047619047619
"hinge","l2",0.01,10000,"invscaling",True,True,0.7333333333333333
"hinge","l2",0.01,10000,"adaptive",False,False,0.741921768707483
"hinge","l2",0.01,10000,"adaptive",False,True,0.7460034013605441
"hinge","l2",0.01,10000,"adaptive",True,False,0.7458333333333333
"hinge","l2",0.01,10000,"adaptive",True,True,0.7339285714285715
"hinge","l2",0.01,50000,"constant",False,False,0.6152210884353742
"hinge","l2",0.01,50000,"constant",False,True,0.6807823129251701
"hinge","l2",0.01,50000,"constant",True,False,0.704251700680272
"hinge","l2",0.01,50000,"constant",True,True,0.7417517006802721
"hinge","l2",0.01,50000,"optimal",False,False,0.7375850340136054
"hinge","l2",0.01,50000,"optimal",False,True,0.7134353741496599
"hinge","l2",0.01,50000,"optimal",True,False,0.7374999999999999
"hinge","l2",0.01,50000,"optimal",True,True,0.7250850340136055
"hinge","l2",0.01,50000,"invscaling",False,False,0.7332482993197279
"hinge","l2",0.01,50000,"invscaling",False,True,0.7173469387755101
"hinge","l2",0.01,50000,"invscaling",True,False,0.7621598639455782
